Incident energy ; BROND-3.1 ; ENDF/B-VIII.0 ; JEFF-4.0 ; JENDL-4.0u ; TENDL-2019
Incident energy ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
1.885809E-5 ; 0.3510631813952 ; 0.3508917569912 ; 0.350630745 ; 0.35069320176479996 ; 0.350833556
1.946586E-5 ; 0.3456280644608 ; 0.34545931424480003 ; 0.345113595 ; 0.3452638221792 ; 0.34531322514637564
1.946591E-5 ; 0.34562761732479996 ; 0.3454588673288 ; 0.3451131621986098 ; 0.3452633755152 ; 0.345312771
2.0E-5 ; 0.3408514 ; 0.340685 ; 0.3404900643090584 ; 0.3404922 ; 0.3406870096844119
2.009312E-5 ; 0.3400983383918901 ; 0.3399488439913483 ; 0.339684015 ; 0.33975124291840003 ; 0.339880496
2.074069E-5 ; 0.3348614386328288 ; 0.3348295082254266 ; 0.334339111 ; 0.33459851979413335 ; 0.3345325109271795
2.074074E-5 ; 0.3348610342827385 ; 0.3348291129526556 ; 0.3343387174885165 ; 0.33459812194346666 ; 0.334532098
2.140904E-5 ; 0.3294564909762533 ; 0.32954589709589044 ; 0.329079043 ; 0.32928044993280003 ; 0.329269392
2.14402E-5 ; 0.3292045 ; 0.3292995631050229 ; 0.3288451991179165 ; 0.32903250939733336 ; 0.32903541328817587
2.1875E-5 ; 0.3260257382446883 ; 0.3258622710886806 ; 0.32558219141798317 ; 0.3255728 ; 0.32577052420277386
2.20805E-5 ; 0.3245233565963061 ; 0.3242377 ; 0.32403999251656573 ; 0.32413531928000006 ; 0.32422743610008264
2.209902E-5 ; 0.32438795947646154 ; 0.32411063526363854 ; 0.323901007 ; 0.3240057711392 ; 0.324088370447227
2.209907E-5 ; 0.32438759393348143 ; 0.3241102922162942 ; 0.3239006492058782 ; 0.32400542138719995 ; 0.324087995
2.281114E-5 ; 0.31918175013609223 ; 0.3192248177659217 ; 0.31880516 ; 0.31902446325440004 ; 0.318989568
2.28804E-5 ; 0.3186754 ; 0.31874962858447486 ; 0.31833256952394684 ; 0.31853998678400003 ; 0.31851670510473057
2.354631E-5 ; 0.31424609514997914 ; 0.31418085544244173 ; 0.313788782 ; 0.3138819196976 ; 0.3139702983679579
2.354636E-5 ; 0.3142457625746424 ; 0.3141805123950973 ; 0.3137884566784184 ; 0.31388156994559996 ; 0.313969957
2.375E-5 ; 0.3128912497430912 ; 0.3127833491708724 ; 0.3124634869410873 ; 0.3124571 ; 0.3126442232914986
2.4161E-5 ; 0.310157480474934 ; 0.3099635 ; 0.30978934354075777 ; 0.3099037488 ; 0.3099685379929616
2.430506E-5 ; 0.3091992644146646 ; 0.309084595563964 ; 0.308852027 ; 0.30900877124799997 ; 0.309030681
2.43206E-5 ; 0.3090959 ; 0.30898978663063065 ; 0.3087556158933003 ; 0.30891222848000005 ; 0.30893421429318196
2.508838E-5 ; 0.3044235412776003 ; 0.30430559082402403 ; 0.303992262 ; 0.30414236963733327 ; 0.3041681133819396
